series_id,ds,y,regime,promo,price,in_train
smooth_001,2022-01-01,137.94085395819187,smooth_seasonal,0,10.0,True
smooth_001,2022-01-02,125.3661562171387,smooth_seasonal,0,10.0,True
smooth_001,2022-01-03,121.81268798221454,smooth_seasonal,0,10.0,True
smooth_001,2022-01-04,116.86892487164431,smooth_seasonal,0,10.0,True
smooth_001,2022-01-05,127.05774625518528,smooth_seasonal,0,10.0,True
smooth_001,2022-01-06,136.7916813171213,smooth_seasonal,0,10.0,True
smooth_001,2022-01-07,128.9136596974733,smooth_seasonal,0,10.0,True
smooth_001,2022-01-08,140.5178313376364,smooth_seasonal,0,10.0,True
smooth_001,2022-01-09,129.69853055062086,smooth_seasonal,0,10.0,True
smooth_001,2022-01-10,121.83316406687248,smooth_seasonal,0,10.0,True
smooth_001,2022-01-11,125.53520181148707,smooth_seasonal,0,10.0,True
smooth_001,2022-01-12,126.73868291588825,smooth_seasonal,0,10.0,True
smooth_001,2022-01-13,132.7263325589047,smooth_seasonal,0,10.0,True
smooth_001,2022-01-14,134.6761035160727,smooth_seasonal,0,10.0,True
smooth_001,2022-01-15,138.5485766834441,smooth_seasonal,0,10.0,True
smooth_001,2022-01-16,136.35692515005232,smooth_seasonal,0,10.0,True
smooth_001,2022-01-17,122.88786489325456,smooth_seasonal,0,10.0,True
smooth_001,2022-01-18,123.45669977576212,smooth_seasonal,0,10.0,True
smooth_001,2022-01-19,128.04123075728592,smooth_seasonal,0,10.0,True
smooth_001,2022-01-20,137.14793420103794,smooth_seasonal,0,10.0,True
smooth_001,2022-01-21,136.3232369276341,smooth_seasonal,0,10.0,True
smooth_001,2022-01-22,141.67386229334252,smooth_seasonal,0,10.0,True
smooth_001,2022-01-23,136.04137626332474,smooth_seasonal,0,10.0,True
smooth_001,2022-01-24,127.81901966317349,smooth_seasonal,0,10.0,True
smooth_001,2022-01-25,122.32484591886049,smooth_seasonal,0,10.0,True
smooth_001,2022-01-26,127.4395776660337,smooth_seasonal,0,10.0,True
smooth_001,2022-01-27,130.76467168929665,smooth_seasonal,0,10.0,True
smooth_001,2022-01-28,130.86303344161755,smooth_seasonal,0,10.0,True
smooth_001,2022-01-29,138.93253803636642,smooth_seasonal,0,10.0,True
smooth_001,2022-01-30,137.60667873205045,smooth_seasonal,0,10.0,True
smooth_001,2022-01-31,127.48822976798144,smooth_seasonal,0,10.0,True
smooth_001,2022-02-01,123.12612491300048,smooth_seasonal,0,10.0,True
smooth_001,2022-02-02,137.648205228415,smooth_seasonal,0,10.0,True
smooth_001,2022-02-03,126.95414479010883,smooth_seasonal,0,10.0,True
smooth_001,2022-02-04,135.1788747348809,smooth_seasonal,0,10.0,True
smooth_001,2022-02-05,141.71373539425718,smooth_seasonal,0,10.0,True
smooth_001,2022-02-06,134.61169327169952,smooth_seasonal,0,10.0,True
smooth_001,2022-02-07,129.3681102720273,smooth_seasonal,0,10.0,True
smooth_001,2022-02-08,129.08756851879903,smooth_seasonal,0,10.0,True
smooth_001,2022-02-09,134.34344704136615,smooth_seasonal,0,10.0,True
smooth_001,2022-02-10,130.11318764613878,smooth_seasonal,0,10.0,True
smooth_001,2022-02-11,134.80550391522996,smooth_seasonal,0,10.0,True
smooth_001,2022-02-12,140.80139510949897,smooth_seasonal,0,10.0,True
smooth_001,2022-02-13,144.19872095781474,smooth_seasonal,0,10.0,True
smooth_001,2022-02-14,129.71761052399427,smooth_seasonal,0,10.0,True
smooth_001,2022-02-15,126.70846379211702,smooth_seasonal,0,10.0,True
smooth_001,2022-02-16,134.3317505401338,smooth_seasonal,0,10.0,True
smooth_001,2022-02-17,139.45372068228926,smooth_seasonal,0,10.0,True
smooth_001,2022-02-18,138.52584858382775,smooth_seasonal,0,10.0,True
smooth_001,2022-02-19,137.5801166299852,smooth_seasonal,0,10.0,True
smooth_001,2022-02-20,132.22506223956393,smooth_seasonal,0,10.0,True
smooth_001,2022-02-21,122.73207100003226,smooth_seasonal,0,10.0,True
smooth_001,2022-02-22,133.523609068481,smooth_seasonal,0,10.0,True
smooth_001,2022-02-23,130.5685252944246,smooth_seasonal,0,10.0,True
smooth_001,2022-02-24,135.55293658262207,smooth_seasonal,0,10.0,True
smooth_001,2022-02-25,130.9750814270759,smooth_seasonal,0,10.0,True
smooth_001,2022-02-26,142.79029126551612,smooth_seasonal,0,10.0,True
smooth_001,2022-02-27,142.35532125471673,smooth_seasonal,0,10.0,True
smooth_001,2022-02-28,132.16883064483395,smooth_seasonal,0,10.0,True
smooth_001,2022-03-01,134.5649165474483,smooth_seasonal,0,10.0,True
smooth_001,2022-03-02,132.01335112817713,smooth_seasonal,0,10.0,True
smooth_001,2022-03-03,137.35206784560953,smooth_seasonal,0,10.0,True
smooth_001,2022-03-04,131.56324347435182,smooth_seasonal,0,10.0,True
smooth_001,2022-03-05,145.11565359113834,smooth_seasonal,0,10.0,True
smooth_001,2022-03-06,142.32466903862897,smooth_seasonal,0,10.0,True
smooth_001,2022-03-07,126.36106184738254,smooth_seasonal,0,10.0,True
smooth_001,2022-03-08,134.02552560511754,smooth_seasonal,0,10.0,True
smooth_001,2022-03-09,145.93196328075072,smooth_seasonal,0,10.0,True
smooth_001,2022-03-10,133.90798549842538,smooth_seasonal,0,10.0,True
smooth_001,2022-03-11,137.81483834014642,smooth_seasonal,0,10.0,True
smooth_001,2022-03-12,144.38173452593367,smooth_seasonal,0,10.0,True
smooth_001,2022-03-13,142.99897466329801,smooth_seasonal,0,10.0,True
smooth_001,2022-03-14,130.54473854156672,smooth_seasonal,0,10.0,True
smooth_001,2022-03-15,126.81864909277428,smooth_seasonal,0,10.0,True
smooth_001,2022-03-16,145.03126731632923,smooth_seasonal,0,10.0,True
smooth_001,2022-03-17,134.27425842977792,smooth_seasonal,0,10.0,True
smooth_001,2022-03-18,146.05726321693547,smooth_seasonal,0,10.0,True
smooth_001,2022-03-19,142.57618281143107,smooth_seasonal,0,10.0,True
smooth_001,2022-03-20,147.96794125035052,smooth_seasonal,0,10.0,True
smooth_001,2022-03-21,131.3144731688764,smooth_seasonal,0,10.0,True
smooth_001,2022-03-22,130.1743673366138,smooth_seasonal,0,10.0,True
smooth_001,2022-03-23,137.21882458382612,smooth_seasonal,0,10.0,True
smooth_001,2022-03-24,141.9462280566191,smooth_seasonal,0,10.0,True
smooth_001,2022-03-25,139.90916582388064,smooth_seasonal,0,10.0,True
smooth_001,2022-03-26,146.94511821180194,smooth_seasonal,0,10.0,True
smooth_001,2022-03-27,140.2575172467201,smooth_seasonal,0,10.0,True
smooth_001,2022-03-28,136.95436162772367,smooth_seasonal,0,10.0,True
smooth_001,2022-03-29,126.2822735850759,smooth_seasonal,0,10.0,True
smooth_001,2022-03-30,138.64797676027564,smooth_seasonal,0,10.0,True
smooth_001,2022-03-31,141.9066058329745,smooth_seasonal,0,10.0,True
smooth_001,2022-04-01,138.12162291719693,smooth_seasonal,0,10.0,True
smooth_001,2022-04-02,150.89461313588362,smooth_seasonal,0,10.0,True
smooth_001,2022-04-03,139.61096041958712,smooth_seasonal,0,10.0,True
smooth_001,2022-04-04,129.09681630308458,smooth_seasonal,0,10.0,True
smooth_001,2022-04-05,131.6102184416758,smooth_seasonal,0,10.0,True
smooth_001,2022-04-06,135.20185499652243,smooth_seasonal,0,10.0,True
smooth_001,2022-04-07,138.8889175293741,smooth_seasonal,0,10.0,True
smooth_001,2022-04-08,133.7198422036629,smooth_seasonal,0,10.0,True
smooth_001,2022-04-09,151.2071851614697,smooth_seasonal,0,10.0,True
smooth_001,2022-04-10,140.38557241531922,smooth_seasonal,0,10.0,True
smooth_001,2022-04-11,122.34009430013555,smooth_seasonal,0,10.0,True
smooth_001,2022-04-12,141.8546607171528,smooth_seasonal,0,10.0,True
smooth_001,2022-04-13,136.208812483488,smooth_seasonal,0,10.0,True
smooth_001,2022-04-14,133.2803647388894,smooth_seasonal,0,10.0,True
smooth_001,2022-04-15,137.88870708418645,smooth_seasonal,0,10.0,True
smooth_001,2022-04-16,146.63244026649969,smooth_seasonal,0,10.0,True
smooth_001,2022-04-17,145.61457420252538,smooth_seasonal,0,10.0,True
smooth_001,2022-04-18,132.31604688252068,smooth_seasonal,0,10.0,True
smooth_001,2022-04-19,126.04511183694602,smooth_seasonal,0,10.0,True
smooth_001,2022-04-20,137.91181263888132,smooth_seasonal,0,10.0,True
smooth_001,2022-04-21,130.90756299923223,smooth_seasonal,0,10.0,True
smooth_001,2022-04-22,140.21198995262648,smooth_seasonal,0,10.0,True
smooth_001,2022-04-23,146.7104126679294,smooth_seasonal,0,10.0,True
smooth_001,2022-04-24,143.21679917642808,smooth_seasonal,0,10.0,True
smooth_001,2022-04-25,136.00909799349546,smooth_seasonal,0,10.0,True
smooth_001,2022-04-26,132.82620932078257,smooth_seasonal,0,10.0,True
smooth_001,2022-04-27,138.0880995699284,smooth_seasonal,0,10.0,True
smooth_001,2022-04-28,135.94610312438374,smooth_seasonal,0,10.0,True
smooth_001,2022-04-29,138.12330037092718,smooth_seasonal,0,10.0,True
smooth_001,2022-04-30,142.1478554464534,smooth_seasonal,0,10.0,True
smooth_001,2022-05-01,147.3543111643816,smooth_seasonal,0,10.0,True
smooth_001,2022-05-02,124.93395855359321,smooth_seasonal,0,10.0,True
smooth_001,2022-05-03,131.1720802436171,smooth_seasonal,0,10.0,True
smooth_001,2022-05-04,134.9007807082829,smooth_seasonal,0,10.0,True
smooth_001,2022-05-05,131.1253042029039,smooth_seasonal,0,10.0,True
smooth_001,2022-05-06,136.89022030628166,smooth_seasonal,0,10.0,True
smooth_001,2022-05-07,144.92069989475496,smooth_seasonal,0,10.0,True
smooth_001,2022-05-08,138.96912582964114,smooth_seasonal,0,10.0,True
smooth_001,2022-05-09,131.55842860546818,smooth_seasonal,0,10.0,True
smooth_001,2022-05-10,127.13640152043006,smooth_seasonal,0,10.0,True
smooth_001,2022-05-11,128.52959264064134,smooth_seasonal,0,10.0,True
smooth_001,2022-05-12,139.24079403147982,smooth_seasonal,0,10.0,True
smooth_001,2022-05-13,147.05884939574463,smooth_seasonal,0,10.0,True
smooth_001,2022-05-14,137.59513812503934,smooth_seasonal,0,10.0,True
smooth_001,2022-05-15,134.9551960669671,smooth_seasonal,0,10.0,True
smooth_001,2022-05-16,128.96240103389871,smooth_seasonal,0,10.0,True
smooth_001,2022-05-17,135.18102088651088,smooth_seasonal,0,10.0,True
smooth_001,2022-05-18,139.9317646964284,smooth_seasonal,0,10.0,True
smooth_001,2022-05-19,131.84452492828888,smooth_seasonal,0,10.0,True
smooth_001,2022-05-20,131.64087922437287,smooth_seasonal,0,10.0,True
smooth_001,2022-05-21,140.36723799458923,smooth_seasonal,0,10.0,True
smooth_001,2022-05-22,143.2225556778223,smooth_seasonal,0,10.0,True
smooth_001,2022-05-23,128.54358766107296,smooth_seasonal,0,10.0,True
smooth_001,2022-05-24,127.78733917325344,smooth_seasonal,0,10.0,True
smooth_001,2022-05-25,135.52305361911388,smooth_seasonal,0,10.0,True
smooth_001,2022-05-26,130.88706235285213,smooth_seasonal,0,10.0,True
smooth_001,2022-05-27,138.50083218786358,smooth_seasonal,0,10.0,True
smooth_001,2022-05-28,134.40082144311162,smooth_seasonal,0,10.0,True
smooth_001,2022-05-29,137.71328761217893,smooth_seasonal,0,10.0,True
smooth_001,2022-05-30,123.43208458185106,smooth_seasonal,0,10.0,True
smooth_001,2022-05-31,125.08685953938046,smooth_seasonal,0,10.0,True
smooth_001,2022-06-01,131.5777186381459,smooth_seasonal,0,10.0,True
smooth_001,2022-06-02,136.3224476614141,smooth_seasonal,0,10.0,True
smooth_001,2022-06-03,137.7115033645288,smooth_seasonal,0,10.0,True
smooth_001,2022-06-04,134.65036903753833,smooth_seasonal,0,10.0,True
smooth_001,2022-06-05,141.2145410221244,smooth_seasonal,0,10.0,True
smooth_001,2022-06-06,128.74834505211425,smooth_seasonal,0,10.0,True
smooth_001,2022-06-07,130.95178882114058,smooth_seasonal,0,10.0,True
smooth_001,2022-06-08,127.5905406429788,smooth_seasonal,0,10.0,True
smooth_001,2022-06-09,137.6465020334397,smooth_seasonal,0,10.0,True
smooth_001,2022-06-10,131.36535380460884,smooth_seasonal,0,10.0,True
smooth_001,2022-06-11,140.38877317607313,smooth_seasonal,0,10.0,True
smooth_001,2022-06-12,133.68037854765308,smooth_seasonal,0,10.0,True
smooth_001,2022-06-13,124.76064992659498,smooth_seasonal,0,10.0,True
smooth_001,2022-06-14,128.7699845210032,smooth_seasonal,0,10.0,True
smooth_001,2022-06-15,129.5407536460047,smooth_seasonal,0,10.0,True
smooth_001,2022-06-16,127.65979318414693,smooth_seasonal,0,10.0,True
smooth_001,2022-06-17,132.39913653110779,smooth_seasonal,0,10.0,True
smooth_001,2022-06-18,137.84094958727306,smooth_seasonal,0,10.0,True
smooth_001,2022-06-19,131.56557485858778,smooth_seasonal,0,10.0,True
smooth_001,2022-06-20,120.63049566631949,smooth_seasonal,0,10.0,True
smooth_001,2022-06-21,122.23262763386138,smooth_seasonal,0,10.0,True
smooth_001,2022-06-22,126.44468608905265,smooth_seasonal,0,10.0,True
smooth_001,2022-06-23,126.96372226962686,smooth_seasonal,0,10.0,True
smooth_001,2022-06-24,142.1025030217313,smooth_seasonal,0,10.0,True
smooth_001,2022-06-25,127.09778562001783,smooth_seasonal,0,10.0,True
smooth_001,2022-06-26,131.65475086427332,smooth_seasonal,0,10.0,True
smooth_001,2022-06-27,119.79915733253591,smooth_seasonal,0,10.0,True
smooth_001,2022-06-28,121.85083062671488,smooth_seasonal,0,10.0,True
smooth_001,2022-06-29,127.99260182419583,smooth_seasonal,0,10.0,True
smooth_001,2022-06-30,131.00179202987655,smooth_seasonal,0,10.0,True
smooth_001,2022-07-01,129.46282578549452,smooth_seasonal,0,10.0,True
smooth_001,2022-07-02,139.5197831049489,smooth_seasonal,0,10.0,True
smooth_001,2022-07-03,127.6227693059179,smooth_seasonal,0,10.0,True
smooth_001,2022-07-04,120.15524374614336,smooth_seasonal,0,10.0,True
smooth_001,2022-07-05,118.66375745816714,smooth_seasonal,0,10.0,True
smooth_001,2022-07-06,123.83152814056467,smooth_seasonal,0,10.0,True
smooth_001,2022-07-07,127.01583001694013,smooth_seasonal,0,10.0,True
smooth_001,2022-07-08,138.8094761941137,smooth_seasonal,0,10.0,True
smooth_001,2022-07-09,133.46897334634912,smooth_seasonal,0,10.0,True
smooth_001,2022-07-10,127.34149404670505,smooth_seasonal,0,10.0,True
smooth_001,2022-07-11,112.65733402840836,smooth_seasonal,0,10.0,True
smooth_001,2022-07-12,126.98178033073803,smooth_seasonal,0,10.0,True
smooth_001,2022-07-13,127.1932787082494,smooth_seasonal,0,10.0,True
smooth_001,2022-07-14,122.64961632499111,smooth_seasonal,0,10.0,True
smooth_001,2022-07-15,128.81978018651273,smooth_seasonal,0,10.0,True
smooth_001,2022-07-16,143.45475761238956,smooth_seasonal,0,10.0,True
smooth_001,2022-07-17,128.7044446633124,smooth_seasonal,0,10.0,True
smooth_001,2022-07-18,119.7948413498623,smooth_seasonal,0,10.0,True
smooth_001,2022-07-19,120.41942642750108,smooth_seasonal,0,10.0,True
smooth_001,2022-07-20,112.18517216379232,smooth_seasonal,0,10.0,True
smooth_001,2022-07-21,134.1484376924314,smooth_seasonal,0,10.0,True
smooth_001,2022-07-22,129.91295822892496,smooth_seasonal,0,10.0,True
smooth_001,2022-07-23,133.5462611502808,smooth_seasonal,0,10.0,True
smooth_001,2022-07-24,121.06043882202019,smooth_seasonal,0,10.0,True
smooth_001,2022-07-25,113.2895104522479,smooth_seasonal,0,10.0,True
smooth_001,2022-07-26,121.56213679887298,smooth_seasonal,0,10.0,True
smooth_001,2022-07-27,128.0072170654503,smooth_seasonal,0,10.0,True
smooth_001,2022-07-28,123.65816454880903,smooth_seasonal,0,10.0,True
smooth_001,2022-07-29,128.29457418405244,smooth_seasonal,0,10.0,True
smooth_001,2022-07-30,131.4611303645489,smooth_seasonal,0,10.0,True
smooth_001,2022-07-31,123.84047122571334,smooth_seasonal,0,10.0,True
smooth_001,2022-08-01,115.07906676269644,smooth_seasonal,0,10.0,True
smooth_001,2022-08-02,117.74894388063271,smooth_seasonal,0,10.0,True
smooth_001,2022-08-03,120.71168423177315,smooth_seasonal,0,10.0,True
smooth_001,2022-08-04,119.34135578715814,smooth_seasonal,0,10.0,True
smooth_001,2022-08-05,124.31206819389735,smooth_seasonal,0,10.0,True
smooth_001,2022-08-06,128.42505867341677,smooth_seasonal,0,10.0,True
smooth_001,2022-08-07,130.59586799954005,smooth_seasonal,0,10.0,True
smooth_001,2022-08-08,119.40479295386784,smooth_seasonal,0,10.0,True
smooth_001,2022-08-09,115.78617783602915,smooth_seasonal,0,10.0,True
smooth_001,2022-08-10,124.31461392271845,smooth_seasonal,0,10.0,True
smooth_001,2022-08-11,118.83368742087018,smooth_seasonal,0,10.0,True
smooth_001,2022-08-12,123.15573942838203,smooth_seasonal,0,10.0,True
smooth_001,2022-08-13,133.6568932141269,smooth_seasonal,0,10.0,True
smooth_001,2022-08-14,116.66826872113245,smooth_seasonal,0,10.0,True
smooth_001,2022-08-15,122.01194180854397,smooth_seasonal,0,10.0,True
smooth_001,2022-08-16,118.13547238798097,smooth_seasonal,0,10.0,True
smooth_001,2022-08-17,116.74247917896066,smooth_seasonal,0,10.0,True
smooth_001,2022-08-18,122.6028046287584,smooth_seasonal,0,10.0,True
smooth_001,2022-08-19,122.0971376945443,smooth_seasonal,0,10.0,True
smooth_001,2022-08-20,128.23562256337058,smooth_seasonal,0,10.0,True
smooth_001,2022-08-21,118.59797214562478,smooth_seasonal,0,10.0,True
smooth_001,2022-08-22,120.84394156431779,smooth_seasonal,0,10.0,True
smooth_001,2022-08-23,122.18974454124836,smooth_seasonal,0,10.0,True
smooth_001,2022-08-24,115.665802549438,smooth_seasonal,0,10.0,True
smooth_001,2022-08-25,116.68805554198673,smooth_seasonal,0,10.0,True
smooth_001,2022-08-26,122.86487831325948,smooth_seasonal,0,10.0,True
smooth_001,2022-08-27,127.47949074701786,smooth_seasonal,0,10.0,True
smooth_001,2022-08-28,126.26329623704284,smooth_seasonal,0,10.0,True
smooth_001,2022-08-29,109.12011591223667,smooth_seasonal,0,10.0,True
smooth_001,2022-08-30,121.51481006528638,smooth_seasonal,0,10.0,True
smooth_001,2022-08-31,117.669215841704,smooth_seasonal,0,10.0,True
smooth_001,2022-09-01,119.57892899380249,smooth_seasonal,0,10.0,True
smooth_001,2022-09-02,110.40949968261569,smooth_seasonal,0,10.0,True
smooth_001,2022-09-03,125.82889324800078,smooth_seasonal,0,10.0,True
smooth_001,2022-09-04,122.40091226795619,smooth_seasonal,0,10.0,True
smooth_001,2022-09-05,107.55648673266778,smooth_seasonal,0,10.0,True
smooth_001,2022-09-06,109.24979425276545,smooth_seasonal,0,10.0,True
smooth_001,2022-09-07,113.32171060519755,smooth_seasonal,0,10.0,True
smooth_001,2022-09-08,118.03655834163307,smooth_seasonal,0,10.0,True
smooth_001,2022-09-09,127.5979119038688,smooth_seasonal,0,10.0,True
smooth_001,2022-09-10,117.81625957517441,smooth_seasonal,0,10.0,True
smooth_001,2022-09-11,121.65482291736197,smooth_seasonal,0,10.0,True
smooth_001,2022-09-12,115.83926526888169,smooth_seasonal,0,10.0,True
smooth_001,2022-09-13,98.11022789037,smooth_seasonal,0,10.0,True
smooth_001,2022-09-14,111.3468034810871,smooth_seasonal,0,10.0,True
smooth_001,2022-09-15,117.74366653055624,smooth_seasonal,0,10.0,True
smooth_001,2022-09-16,125.95618347070236,smooth_seasonal,0,10.0,True
smooth_001,2022-09-17,123.0887760241799,smooth_seasonal,0,10.0,True
smooth_001,2022-09-18,122.43847687299439,smooth_seasonal,0,10.0,True
smooth_001,2022-09-19,105.96239717651581,smooth_seasonal,0,10.0,True
smooth_001,2022-09-20,111.26936888257052,smooth_seasonal,0,10.0,True
smooth_001,2022-09-21,113.6849084746334,smooth_seasonal,0,10.0,True
smooth_001,2022-09-22,115.53567056849884,smooth_seasonal,0,10.0,True
smooth_001,2022-09-23,120.36403553622911,smooth_seasonal,0,10.0,True
